"text","label","explain"
"3 5","CARDINAL","Numerals that do not fall under another type"
"482","CARDINAL","Numerals that do not fall under another type"
"406075 02 18 93","QUANTITY","Measurements, as of weight or distance"
"483","CARDINAL","Numerals that do not fall under another type"
"328443 02","DATE","Absolute or relative dates or periods"
"93","CARDINAL","Numerals that do not fall under another type"
"5 5","CARDINAL","Numerals that do not fall under another type"
"494","CARDINAL","Numerals that do not fall under another type"
"Mint_81","ORG","Companies, agencies, institutions, etc."
"407624 02","DATE","Absolute or relative dates or periods"
"93","CARDINAL","Numerals that do not fall under another type"
"502","CARDINAL","Numerals that do not fall under another type"
"93","CARDINAL","Numerals that do not fall under another type"
"NeoDesk","PERSON","People, including fictional"
"1 3","CARDINAL","Numerals that do not fall under another type"
"503","CARDINAL","Numerals that do not fall under another type"
"328564","CARDINAL","Numerals that do not fall under another type"
"06 93","CARDINAL","Numerals that do not fall under another type"
"NeoDesk","ORG","Companies, agencies, institutions, etc."
"2 3","CARDINAL","Numerals that do not fall under another type"
"504","CARDINAL","Numerals that do not fall under another type"
"93","CARDINAL","Numerals that do not fall under another type"
"NeoDesk 3.03","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"3 3","CARDINAL","Numerals that do not fall under another type"
"514","CARDINAL","Numerals that do not fall under another type"
"Cali3_2","ORG","Companies, agencies, institutions, etc."
"273959","DATE","Absolute or relative dates or periods"
"03 13","CARDINAL","Numerals that do not fall under another type"
"93","CARDINAL","Numerals that do not fall under another type"
"2 4","CARDINAL","Numerals that do not fall under another type"
"515","CARDINAL","Numerals that do not fall under another type"
"Cali3_3","ORG","Companies, agencies, institutions, etc."
"93","CARDINAL","Numerals that do not fall under another type"
"3","CARDINAL","Numerals that do not fall under another type"
"3 4","CARDINAL","Numerals that do not fall under another type"
"516","CARDINAL","Numerals that do not fall under another type"
"Cali3_4","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"504895 03","DATE","Absolute or relative dates or periods"
"93","CARDINAL","Numerals that do not fall under another type"
"3","CARDINAL","Numerals that do not fall under another type"
"4","CARDINAL","Numerals that do not fall under another type"
"531","CARDINAL","Numerals that do not fall under another type"
"290501 03","DATE","Absolute or relative dates or periods"
"100","CARDINAL","Numerals that do not fall under another type"
"1","CARDINAL","Numerals that do not fall under another type"
"535","CARDINAL","Numerals that do not fall under another type"
"Mt101","ORG","Companies, agencies, institutions, etc."
"93","CARDINAL","Numerals that do not fall under another type"
"542","CARDINAL","Numerals that do not fall under another type"
"285943 03","DATE","Absolute or relative dates or periods"
"1 2","CARDINAL","Numerals that do not fall under another type"
"543","CARDINAL","Numerals that do not fall under another type"
"701987 03","DATE","Absolute or relative dates or periods"
"2 2","CARDINAL","Numerals that do not fall under another type"
"Fawlty Towers","ORG","Companies, agencies, institutions, etc."
"8","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"8","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"Didot","PERSON","People, including fictional"
"Didot","PERSON","People, including fictional"
"Lzh","PERSON","People, including fictional"
"323802","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"Sillhoutte","ORG","Companies, agencies, institutions, etc."
"Ray Tracer","PERSON","People, including fictional"
"11","CARDINAL","Numerals that do not fall under another type"
"Outline","NORP","Nationalities or religious or political groups"
"193536 05","DATE","Absolute or relative dates or periods"
"16","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"Pagestream","ORG","Companies, agencies, institutions, etc."
"1 4","CARDINAL","Numerals that do not fall under another type"
"17","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"Pagestream","ORG","Companies, agencies, institutions, etc."
"2 4","CARDINAL","Numerals that do not fall under another type"
"18","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"Pagestream","ORG","Companies, agencies, institutions, etc."
"3 4","CARDINAL","Numerals that do not fall under another type"
"19","CARDINAL","Numerals that do not fall under another type"
"428038 07","DATE","Absolute or relative dates or periods"
"Pagestream","ORG","Companies, agencies, institutions, etc."
"4 4","CARDINAL","Numerals that do not fall under another type"
"27","CARDINAL","Numerals that do not fall under another type"
"329614 08","DATE","Absolute or relative dates or periods"
"Aribesque 2.13","ORG","Companies, agencies, institutions, etc."
"34","CARDINAL","Numerals that do not fall under another type"
"92","CARDINAL","Numerals that do not fall under another type"
"35","CARDINAL","Numerals that do not fall under another type"
"Sl_Eng_B.Lzh","GPE","Countries, cities, states"
"237849 12","DATE","Absolute or relative dates or periods"
"36","CARDINAL","Numerals that do not fall under another type"
"Sl_Eng_C.Lzh","DATE","Absolute or relative dates or periods"
"318914","DATE","Absolute or relative dates or periods"
"37","CARDINAL","Numerals that do not fall under another type"
"05","CARDINAL","Numerals that do not fall under another type"
"2.0","CARDINAL","Numerals that do not fall under another type"
"38","CARDINAL","Numerals that do not fall under another type"
"282850 01","DATE","Absolute or relative dates or periods"
"93","CARDINAL","Numerals that do not fall under another type"
"39","CARDINAL","Numerals that do not fall under another type"
"05 93","CARDINAL","Numerals that do not fall under another type"
"40","CARDINAL","Numerals that do not fall under another type"
"Skyplot1.Lzh","ORG","Companies, agencies, institutions, etc."
"248536 01","DATE","Absolute or relative dates or periods"
"05 93","CARDINAL","Numerals that do not fall under another type"
"1 2","DATE","Absolute or relative dates or periods"
"41","CARDINAL","Numerals that do not fall under another type"
"93","CARDINAL","Numerals that do not fall under another type"
"2 2","DATE","Absolute or relative dates or periods"
"42","CARDINAL","Numerals that do not fall under another type"
"Skyplot3.Lzh","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"93","CARDINAL","Numerals that do not fall under another type"
"3","CARDINAL","Numerals that do not fall under another type"
"3","CARDINAL","Numerals that do not fall under another type"
"17227 01","DATE","Absolute or relative dates or periods"
"93","CARDINAL","Numerals that do not fall under another type"
"44","CARDINAL","Numerals that do not fall under another type"
"90489 01","DATE","Absolute or relative dates or periods"
"93","CARDINAL","Numerals that do not fall under another type"
"45","CARDINAL","Numerals that do not fall under another type"
"80305 02 01 93","DATE","Absolute or relative dates or periods"
"Genus","PERSON","People, including fictional"
"46","CARDINAL","Numerals that do not fall under another type"
"362626","CARDINAL","Numerals that do not fall under another type"
"02 06 93","CARDINAL","Numerals that do not fall under another type"
"2","CARDINAL","Numerals that do not fall under another type"
"47","CARDINAL","Numerals that do not fall under another type"
"230762 02","DATE","Absolute or relative dates or periods"
"06 93","CARDINAL","Numerals that do not fall under another type"
"2 2","DATE","Absolute or relative dates or periods"
"48","CARDINAL","Numerals that do not fall under another type"
"328402 02","DATE","Absolute or relative dates or periods"
"93 Caligrapher","QUANTITY","Measurements, as of weight or distance"
"Calpro_2.Lzh","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"332815 02 24","DATE","Absolute or relative dates or periods"
"Cal Pro","PERSON","People, including fictional"
"2 5","CARDINAL","Numerals that do not fall under another type"
"305163 02 24","DATE","Absolute or relative dates or periods"
"Cal Pro","PERSON","People, including fictional"
"3 5","CARDINAL","Numerals that do not fall under another type"
"51","CARDINAL","Numerals that do not fall under another type"
"406075","CARDINAL","Numerals that do not fall under another type"
"Cal Pro","PERSON","People, including fictional"
"328443 02","DATE","Absolute or relative dates or periods"
"Cal Pro","PERSON","People, including fictional"
"5 5","CARDINAL","Numerals that do not fall under another type"
"Super Nintendo","ORG","Companies, agencies, institutions, etc."
"ST","ORG","Companies, agencies, institutions, etc."
"THREAT ICS    CONSOLES SNES SMD                  ","WORK_OF_ART","Titles of books, songs, etc."
"MR.FLY ICS U. S. ROBOTICS 14,400","ORG","Companies, agencies, institutions, etc."
"HST            ","ORG","Companies, agencies, institutions, etc."
"24 HOURS","TIME","Times smaller than a day"
"Lzh     ","PERSON","People, including fictional"
"4958","DATE","Absolute or relative dates or periods"
"1 25 93","CARDINAL","Numerals that do not fall under another type"
"2 Ace_Boot","QUANTITY","Measurements, as of weight or distance"
"2482o5","CARDINAL","Numerals that do not fall under another type"
"1 28","CARDINAL","Numerals that do not fall under another type"
"93","CARDINAL","Numerals that do not fall under another type"
"Space Ace II","PERSON","People, including fictional"
"1 6","CARDINAL","Numerals that do not fall under another type"
"3 Make1.Prg      ","QUANTITY","Measurements, as of weight or distance"
"1 28","CARDINAL","Numerals that do not fall under another type"
"93","CARDINAL","Numerals that do not fall under another type"
"2 6","CARDINAL","Numerals that do not fall under another type"
